일자|시간|구분,공급량
2019-03-22 02 C,251.00116
2019-03-22 03 C,252.9456
2019-03-22 04 C,243.83945
2019-03-22 05 C,251.8577
2019-03-22 06 C,252.05359
2019-03-22 07 C,301.1648
2019-03-22 08 C,315.91534
2019-03-22 09 C,285.95685
2019-03-22 10 C,217.50255
2019-03-22 11 C,201.43456
2019-03-22 12 C,163.65758
2019-03-22 13 C,171.01752
2019-03-22 14 C,165.87088
2019-03-22 15 C,144.55608
2019-03-22 16 C,136.46802
2019-03-22 17 C,145.82098
2019-03-22 18 C,152.77757
2019-03-22 19 C,174.92874
2019-03-22 20 C,234.0402
2019-03-22 21 C,232.05565
2019-03-22 22 C,243.14304
2019-03-22 23 C,222.67726
2019-03-22 24 C,196.3184
2019-03-23 01 C,235.88063
2019-03-23 02 C,207.8999
2019-03-23 03 C,207.33685
2019-03-23 04 C,202.06125
2019-03-23 05 C,204.74959
2019-03-23 06 C,217.37476
2019-03-23 07 C,273.25842
2019-03-23 08 C,302.4726
2019-03-23 09 C,278.11975
2019-03-23 10 C,216.6514
2019-03-23 11 C,191.60355
2019-03-23 12 C,163.63193
2019-03-23 13 C,162.35425
2019-03-23 14 C,149.69356
2019-03-23 15 C,123.89645
2019-03-23 16 C,118.978516
2019-03-23 17 C,123.43092
2019-03-23 18 C,122.293106
2019-03-23 19 C,149.33444
2019-03-23 20 C,187.27663
2019-03-23 21 C,183.93346
2019-03-23 22 C,190.8094
2019-03-23 23 C,164.75957
2019-03-23 24 C,138.97255
2019-03-24 01 C,203.58867
2019-03-24 02 C,168.84119
2019-03-24 03 C,156.81421
2019-03-24 04 C,149.25461
2019-03-24 05 C,144.99112
2019-03-24 06 C,130.87743
2019-03-24 07 C,131.07576
2019-03-24 08 C,139.91957
2019-03-24 09 C,129.97356
2019-03-24 10 C,128.13818
2019-03-24 11 C,147.03423
2019-03-24 12 C,129.79991
2019-03-24 13 C,135.1405
2019-03-24 14 C,128.29164
2019-03-24 15 C,107.34846
2019-03-24 16 C,86.69879
2019-03-24 17 C,89.11301
2019-03-24 18 C,91.0535
2019-03-24 19 C,102.128
2019-03-24 20 C,116.148346
2019-03-24 21 C,114.740364
2019-03-24 22 C,109.70691
2019-03-24 23 C,96.24514
2019-03-24 24 C,74.62661
2019-03-25 01 C,197.97229
2019-03-25 02 C,181.7798
2019-03-25 03 C,170.12181
2019-03-25 04 C,150.97633
2019-03-25 05 C,144.1612
2019-03-25 06 C,83.799194
2019-03-25 07 C,27.828857
2019-03-25 08 C,4.027303
2019-03-25 09 C,37.767406
2019-03-25 10 C,99.23908
2019-03-25 11 C,124.58322
2019-03-25 12 C,121.82412
2019-03-25 13 C,130.4478
2019-03-25 14 C,129.51886
2019-03-25 15 C,124.60686
2019-03-25 16 C,99.03434
2019-03-25 17 C,100.32982
2019-03-25 18 C,101.75622
2019-03-25 19 C,103.05807
2019-03-25 20 C,124.70169
2019-03-25 21 C,131.61935
2019-03-25 22 C,123.25165
2019-03-25 23 C,117.48282
2019-03-25 24 C,103.40034
2019-03-26 01 C,89.73069
2019-03-26 02 C,84.127594
2019-03-26 03 C,93.57746
2019-03-26 04 C,91.00207
2019-03-26 05 C,118.768326
2019-03-26 06 C,144.50829
2019-03-26 07 C,184.8562
2019-03-26 08 C,196.86292
2019-03-26 09 C,180.7619
2019-03-26 10 C,154.66673
2019-03-26 11 C,156.21753
2019-03-26 12 C,137.54369
2019-03-26 13 C,139.18367
2019-03-26 14 C,132.72911
2019-03-26 15 C,114.71944
2019-03-26 16 C,91.51696
2019-03-26 17 C,79.920364
2019-03-26 18 C,85.60676
2019-03-26 19 C,70.43332
2019-03-26 20 C,122.7882
2019-03-26 21 C,139.43571
2019-03-26 22 C,118.25264
2019-03-26 23 C,108.82068
2019-03-26 24 C,97.2044
2019-03-27 01 C,61.941044
2019-03-27 02 C,58.54119
2019-03-27 03 C,57.076324
2019-03-27 04 C,55.833057
2019-03-27 05 C,83.13436
2019-03-27 06 C,99.41457
2019-03-27 07 C,136.90218
2019-03-27 08 C,166.18642
2019-03-27 09 C,136.15497
2019-03-27 10 C,117.01641
2019-03-27 11 C,115.608345
2019-03-27 12 C,97.30086
2019-03-27 13 C,106.851036
2019-03-27 14 C,103.439514
2019-03-27 15 C,85.35762
2019-03-27 16 C,66.90367
2019-03-27 17 C,66.00193
2019-03-27 18 C,60.336098
2019-03-27 19 C,50.374763
2019-03-27 20 C,89.50767
2019-03-27 21 C,105.799
2019-03-27 22 C,91.439384
2019-03-27 23 C,75.63029
2019-03-27 24 C,62.707085
2019-03-28 01 C,90.95198
2019-03-28 02 C,65.97129
2019-03-28 03 C,75.46048
2019-03-28 04 C,63.911762
2019-03-28 05 C,68.46695
2019-03-28 06 C,72.87523
2019-03-28 07 C,106.45355
2019-03-28 08 C,137.85478
2019-03-28 09 C,113.76863
2019-03-28 10 C,73.715225
2019-03-28 11 C,77.15426
2019-03-28 12 C,88.073135
2019-03-28 13 C,112.04778
2019-03-28 14 C,111.874054
2019-03-28 15 C,103.73268
2019-03-28 16 C,87.662766
2019-03-28 17 C,75.76291
2019-03-28 18 C,76.57181
2019-03-28 19 C,61.93567
2019-03-28 20 C,75.98935
2019-03-28 21 C,95.77936
2019-03-28 22 C,80.65933
2019-03-28 23 C,71.54275
2019-03-28 24 C,72.810265
2019-03-29 01 C,85.0623
2019-03-29 02 C,52.485104
2019-03-29 03 C,61.62028
2019-03-29 04 C,43.56708
2019-03-29 05 C,49.945854
2019-03-29 06 C,54.386417
2019-03-29 07 C,81.28674
2019-03-29 08 C,104.16394
2019-03-29 09 C,95.466835
2019-03-29 10 C,57.383904
2019-03-29 11 C,62.57597
2019-03-29 12 C,71.99545
2019-03-29 13 C,92.96666
2019-03-29 14 C,92.27361
2019-03-29 15 C,76.51936
2019-03-29 16 C,62.25489
2019-03-29 17 C,43.06957
2019-03-29 18 C,28.143778
2019-03-29 19 C,3.6655192
2019-03-29 20 C,31.515753
2019-03-29 21 C,41.55782
2019-03-29 22 C,25.531393
2019-03-29 23 C,25.446735
2019-03-29 24 C,20.127996
2019-03-30 01 C,108.13616
2019-03-30 02 C,88.528915
2019-03-30 03 C,102.7846
2019-03-30 04 C,89.5073
2019-03-30 05 C,106.54933
2019-03-30 06 C,122.48275
2019-03-30 07 C,162.9264
2019-03-30 08 C,191.93932
2019-03-30 09 C,166.18607
2019-03-30 10 C,112.19888
2019-03-30 11 C,131.49335
2019-03-30 12 C,133.75172
2019-03-30 13 C,159.3319
2019-03-30 14 C,156.6538
2019-03-30 15 C,143.22203
2019-03-30 16 C,131.94344
2019-03-30 17 C,114.689995
2019-03-30 18 C,97.20655
2019-03-30 19 C,48.66158
2019-03-30 20 C,81.75182
2019-03-30 21 C,93.83725
2019-03-30 22 C,84.46558
2019-03-30 23 C,93.016975
2019-03-30 24 C,115.125946
2019-03-31 01 C,168.37535
2019-03-31 02 C,159.71936
2019-03-31 03 C,176.06633
2019-03-31 04 C,129.28183
2019-03-31 05 C,119.64578
2019-03-31 06 C,86.758545
2019-03-31 07 C,8.805646
2019-03-31 08 C,27.562777
2019-03-31 09 C,86.1775
2019-03-31 10 C,87.37914
2019-03-31 11 C,132.91432
2019-03-31 12 C,171.165
2019-03-31 13 C,209.70984
2019-03-31 14 C,209.76265
2019-03-31 15 C,216.22461
2019-03-31 16 C,195.57828
2019-03-31 17 C,183.16415
2019-03-31 18 C,154.4147
2019-03-31 19 C,107.7231
2019-03-31 20 C,112.24724
2019-03-31 21 C,108.95215
2019-03-31 22 C,94.78974
2019-03-31 23 C,103.37097
2019-03-31 24 C,141.44363
2019-01-01 01 D,1101.8026
2019-01-01 02 D,1043.8539
2019-01-01 03 D,987.94104
2019-01-01 04 D,1011.15186
2019-01-01 05 D,1076.5021
2019-01-01 06 D,1080.983
2019-01-01 07 D,1158.8872
2019-01-01 08 D,1270.5532
2019-01-01 09 D,1389.7926
2019-01-01 10 D,1411.1431
2019-01-01 11 D,1397.8207
2019-01-01 12 D,1230.6438
2019-01-01 13 D,1108.6531
2019-01-01 14 D,1061.709
2019-01-01 15 D,1027.9053
2019-01-01 16 D,1051.1613
2019-01-01 17 D,1131.3663
2019-01-01 18 D,1337.6792
2019-01-01 19 D,1509.2449
2019-01-01 20 D,1517.1664
2019-01-01 21 D,1470.4845
2019-01-01 22 D,1416.2991
2019-01-01 23 D,1283.5847
2019-01-01 24 D,1204.1199
2019-01-02 01 D,1092.0305
2019-01-02 02 D,957.9842
2019-01-02 03 D,915.7944
2019-01-02 04 D,987.9119
2019-01-02 05 D,1096.095
2019-01-02 06 D,1161.9263
2019-01-02 07 D,1381.8594
2019-01-02 08 D,1581.3765
2019-01-02 09 D,1618.5728
2019-01-02 10 D,1543.4674
2019-01-02 11 D,1510.6625
2019-01-02 12 D,1336.1014
2019-01-02 13 D,1215.2338
2019-01-02 14 D,1177.2186
2019-01-02 15 D,1128.7057
2019-01-02 16 D,1124.3762
2019-01-02 17 D,1216.183
2019-01-02 18 D,1433.6567
2019-01-02 19 D,1638.5216
2019-01-02 20 D,1703.3258
2019-01-02 21 D,1652.6451
2019-01-02 22 D,1604.4182
2019-01-02 23 D,1466.1753
2019-01-02 24 D,1378.11
2019-01-03 01 D,1193.5109
2019-01-03 02 D,1056.3628
2019-01-03 03 D,1012.4084
2019-01-03 04 D,1086.0593
2019-01-03 05 D,1188.5995
2019-01-03 06 D,1263.9967
2019-01-03 07 D,1450.5536
2019-01-03 08 D,1643.4945
2019-01-03 09 D,1726.3367
2019-01-03 10 D,1623.3387
2019-01-03 11 D,1563.9564
2019-01-03 12 D,1386.1938
2019-01-03 13 D,1249.1697
2019-01-03 14 D,1206.4738
2019-01-03 15 D,1152.6741
2019-01-03 16 D,1148.6833
2019-01-03 17 D,1241.7427
2019-01-03 18 D,1460.1523
2019-01-03 19 D,1694.694
2019-01-03 20 D,1758.4366
2019-01-03 21 D,1719.7301
2019-01-03 22 D,1684.5706
2019-01-03 23 D,1544.9469
2019-01-03 24 D,1444.4836
2019-01-04 01 D,1300.4229
2019-01-04 02 D,1164.5417
2019-01-04 03 D,1085.2665
2019-01-04 04 D,1148.9177
2019-01-04 05 D,1243.4368
2019-01-04 06 D,1300.5017
2019-01-04 07 D,1484.1765
2019-01-04 08 D,1641.1815
2019-01-04 09 D,1737.7368
2019-01-04 10 D,1666.1708
2019-01-04 11 D,1606.5605
2019-01-04 12 D,1427.5935
2019-01-04 13 D,1292.9606
2019-01-04 14 D,1259.5101
2019-01-04 15 D,1212.9838
2019-01-04 16 D,1223.0151
2019-01-04 17 D,1322.6859
2019-01-04 18 D,1525.035
2019-01-04 19 D,1711.1658
2019-01-04 20 D,1771.0374
2019-01-04 21 D,1730.8706
2019-01-04 22 D,1675.2638
2019-01-04 23 D,1524.3833
2019-01-04 24 D,1420.4573
2019-01-05 01 D,1224.5192
2019-01-05 02 D,1106.4957
2019-01-05 03 D,1033.5621
2019-01-05 04 D,1111.8804
2019-01-05 05 D,1210.3083
2019-01-05 06 D,1285.405
2019-01-05 07 D,1481.5443
2019-01-05 08 D,1704.6166
2019-01-05 09 D,1738.7555
2019-01-05 10 D,1612.0101
2019-01-05 11 D,1524.8022
2019-01-05 12 D,1340.6151
2019-01-05 13 D,1194.2496
2019-01-05 14 D,1150.5275
2019-01-05 15 D,1094.7366
2019-01-05 16 D,1110.9332
2019-01-05 17 D,1213.8127
2019-01-05 18 D,1435.5944
2019-01-05 19 D,1630.6703
2019-01-05 20 D,1686.7979
2019-01-05 21 D,1650.9551
2019-01-05 22 D,1594.7344
2019-01-05 23 D,1461.8287
2019-01-05 24 D,1354.9027
2019-01-06 01 D,1281.1797
2019-01-06 02 D,1151.9619
2019-01-06 03 D,1074.6001
2019-01-06 04 D,1134.6827
2019-01-06 05 D,1222.7349
2019-01-06 06 D,1244.0465
2019-01-06 07 D,1334.3264
2019-01-06 08 D,1537.1257
2019-01-06 09 D,1601.481
2019-01-06 10 D,1559.9144
2019-01-06 11 D,1500.9359
2019-01-06 12 D,1314.3428
2019-01-06 13 D,1170.7115
2019-01-06 14 D,1122.3612
2019-01-06 15 D,1067.1991
2019-01-06 16 D,1073.1464
2019-01-06 17 D,1154.2505
2019-01-06 18 D,1357.7275
2019-01-06 19 D,1545.101
2019-01-06 20 D,1586.0623
2019-01-06 21 D,1536.5896
2019-01-06 22 D,1473.6276
2019-01-06 23 D,1357.5762
2019-01-06 24 D,1266.0496
2019-01-07 01 D,1234.526
2019-01-07 02 D,1100.6764
2019-01-07 03 D,1037.9454
2019-01-07 04 D,1083.339
2019-01-07 05 D,1169.36
2019-01-07 06 D,1182.8253
2019-01-07 07 D,1234.563
2019-01-07 08 D,1408.7216
2019-01-07 09 D,1482.4801
2019-01-07 10 D,1551.712
2019-01-07 11 D,1508.679
2019-01-07 12 D,1326.3492
2019-01-07 13 D,1211.5962
2019-01-07 14 D,1176.1519
2019-01-07 15 D,1136.3734
2019-01-07 16 D,1126.0798
2019-01-07 17 D,1202.2974
2019-01-07 18 D,1400.2188
2019-01-07 19 D,1571.0946
2019-01-07 20 D,1592.1887
2019-01-07 21 D,1520.5576
2019-01-07 22 D,1448.2661
2019-01-07 23 D,1329.0486
2019-01-07 24 D,1232.4543
2019-01-08 01 D,1089.9766
2019-01-08 02 D,960.4297
2019-01-08 03 D,894.995
2019-01-08 04 D,979.6035
2019-01-08 05 D,1078.0759
2019-01-08 06 D,1132.7013
2019-01-08 07 D,1323.3295
2019-01-08 08 D,1532.5704
2019-01-08 09 D,1593.2737
2019-01-08 10 D,1558.4625
2019-01-08 11 D,1501.1459
2019-01-08 12 D,1323.8578
2019-01-08 13 D,1209.8834
2019-01-08 14 D,1180.6619
2019-01-08 15 D,1141.6965
2019-01-08 16 D,1153.156
2019-01-08 17 D,1252.6139
2019-01-08 18 D,1458.1895
2019-01-08 19 D,1644.5386
2019-01-08 20 D,1701.8291
2019-01-08 21 D,1662.3696
2019-01-08 22 D,1602.9976
2019-01-08 23 D,1483.1765
2019-01-08 24 D,1359.9474
2019-01-09 01 D,1195.8933
2019-01-09 02 D,1060.1138
2019-01-09 03 D,996.35004
2019-01-09 04 D,1073.8064
2019-01-09 05 D,1181.9254
2019-01-09 06 D,1293.4802
2019-01-09 07 D,1526.1373
2019-01-09 08 D,1737.9514
2019-01-09 09 D,1767.4768
2019-01-09 10 D,1666.2416
2019-01-09 11 D,1592.6343
2019-01-09 12 D,1408.5273
2019-01-09 13 D,1273.8856
2019-01-09 14 D,1227.3383
2019-01-09 15 D,1172.1102
2019-01-09 16 D,1176.9083
2019-01-09 17 D,1305.9902
2019-01-09 18 D,1529.1221
2019-01-09 19 D,1729.198
2019-01-09 20 D,1807.788
2019-01-09 21 D,1761.7854
2019-01-09 22 D,1699.683
2019-01-09 23 D,1567.5981
2019-01-09 24 D,1431.7295
2019-01-10 01 D,1234.2073
2019-01-10 02 D,1102.2521
2019-01-10 03 D,1035.1719
2019-01-10 04 D,1112.702
2019-01-10 05 D,1216.415
2019-01-10 06 D,1287.9882
2019-01-10 07 D,1481.0848
2019-01-10 08 D,1639.6157
2019-01-10 09 D,1755.24
2019-01-10 10 D,1672.2446
2019-01-10 11 D,1617.4806
2019-01-10 12 D,1451.8243
2019-01-10 13 D,1325.1572
2019-01-10 14 D,1289.1829
2019-01-10 15 D,1251.3159
2019-01-10 16 D,1280.1329
2019-01-10 17 D,1437.0504
2019-01-10 18 D,1688.8065
2019-01-10 19 D,1956.3202
2019-01-10 20 D,2056.3228
2019-01-10 21 D,2023.7606
2019-01-10 22 D,1973.7793
2019-01-10 23 D,1842.4774
2019-01-10 24 D,1703.7532
2019-01-11 01 D,1465.988
2019-01-11 02 D,1338.9939
2019-01-11 03 D,1272.7028
2019-01-11 04 D,1342.4391
2019-01-11 05 D,1455.7682
2019-01-11 06 D,1527.4784
2019-01-11 07 D,1720.294
2019-01-11 08 D,1878.6216
2019-01-11 09 D,1980.8014
2019-01-11 10 D,1860.9446
2019-01-11 11 D,1795.9221
2019-01-11 12 D,1623.1475
2019-01-11 13 D,1484.7935
2019-01-11 14 D,1458.7942
2019-01-11 15 D,1420.4128
2019-01-11 16 D,1449.3651
2019-01-11 17 D,1583.5223
2019-01-11 18 D,1808.6224
2019-01-11 19 D,2070.6123
2019-01-11 20 D,2147.5781
2019-01-11 21 D,2123.051
2019-01-11 22 D,2067.8284
2019-01-11 23 D,1938.3125
2019-01-11 24 D,1786.3228
2019-01-12 01 D,1598.3247
2019-01-12 02 D,1460.3136
2019-01-12 03 D,1388.8032
2019-01-12 04 D,1449.8331
2019-01-12 05 D,1576.2125
2019-01-12 06 D,1653.3207
2019-01-12 07 D,1879.2668
2019-01-12 08 D,2124.7358
2019-01-12 09 D,2109.7773
2019-01-12 10 D,1980.8577
2019-01-12 11 D,1911.3704
2019-01-12 12 D,1727.3556
2019-01-12 13 D,1565.9441
2019-01-12 14 D,1509.7264
2019-01-12 15 D,1429.6306
2019-01-12 16 D,1441.9236
2019-01-12 17 D,1543.0745
2019-01-12 18 D,1752.788
2019-01-12 19 D,1942.1737
2019-01-12 20 D,2024.2728
2019-01-12 21 D,1978.2742
2019-01-12 22 D,1895.9858
2019-01-12 23 D,1730.4706
2019-01-12 24 D,1593.2319
2019-01-13 01 D,1464.9609
2019-01-13 02 D,1326.267
2019-01-13 03 D,1254.0205
2019-01-13 04 D,1307.8483
2019-01-13 05 D,1396.6987
2019-01-13 06 D,1410.1814
2019-01-13 07 D,1508.7429
2019-01-13 08 D,1693.3168
2019-01-13 09 D,1718.7578
2019-01-13 10 D,1737.7588
2019-01-13 11 D,1721.2014
2019-01-13 12 D,1563.1548
2019-01-13 13 D,1405.6438
2019-01-13 14 D,1346.4429
2019-01-13 15 D,1269.6753
2019-01-13 16 D,1275.5656
2019-01-13 17 D,1362.4785
2019-01-13 18 D,1521.0065
2019-01-13 19 D,1693.0587
2019-01-13 20 D,1759.4014
2019-01-13 21 D,1706.5499
2019-01-13 22 D,1646.9319
2019-01-13 23 D,1494.1609
2019-01-13 24 D,1374.501
2019-01-14 01 D,1362.3848
2019-01-14 02 D,1221.1742
2019-01-14 03 D,1141.5245
2019-01-14 04 D,1191.6132
2019-01-14 05 D,1273.1097
2019-01-14 06 D,1277.7253
2019-01-14 07 D,1328.7269
2019-01-14 08 D,1489.1528
2019-01-14 09 D,1580.5459
2019-01-14 10 D,1620.7134
2019-01-14 11 D,1601.631
2019-01-14 12 D,1458.0264
2019-01-14 13 D,1294.9436
2019-01-14 14 D,1235.0486
2019-01-14 15 D,1162.3871
2019-01-14 16 D,1171.9368
2019-01-14 17 D,1250.5083
2019-01-14 18 D,1409.765
2019-01-14 19 D,1581.1365
2019-01-14 20 D,1619.0344
2019-01-14 21 D,1540.8849
2019-01-14 22 D,1473.9484
2019-01-14 23 D,1331.7775
2019-01-14 24 D,1207.3701
2019-01-15 01 D,1112.2263
2019-01-15 02 D,993.3361
2019-01-15 03 D,924.83044
2019-01-15 04 D,986.1357
2019-01-15 05 D,1082.8933
2019-01-15 06 D,1126.1094
2019-01-15 07 D,1257.1886
2019-01-15 08 D,1404.7722
2019-01-15 09 D,1502.2711
2019-01-15 10 D,1472.5563
2019-01-15 11 D,1430.1091
2019-01-15 12 D,1297.841
2019-01-15 13 D,1144.295
2019-01-15 14 D,1102.0911
2019-01-15 15 D,1039.7848
2019-01-15 16 D,1045.6022
2019-01-15 17 D,1108.229
2019-01-15 18 D,1295.779
2019-01-15 19 D,1495.7131
2019-01-15 20 D,1562.2673
2019-01-15 21 D,1491.0669
2019-01-15 22 D,1431.3876
2019-01-15 23 D,1329.075
2019-01-15 24 D,1213.0809
2019-01-16 01 D,1057.9259
2019-01-16 02 D,942.4642
2019-01-16 03 D,872.9872
2019-01-16 04 D,949.84
2019-01-16 05 D,1047.0325
2019-01-16 06 D,1115.7118
2019-01-16 07 D,1297.3782
2019-01-16 08 D,1442.3619
2019-01-16 09 D,1527.1925
2019-01-16 10 D,1450.9801
2019-01-16 11 D,1399.2886
2019-01-16 12 D,1256.8448
2019-01-16 13 D,1094.0613
2019-01-16 14 D,1047.5731
2019-01-16 15 D,993.8867
2019-01-16 16 D,996.5363
2019-01-16 17 D,1058.325
2019-01-16 18 D,1235.2738
2019-01-16 19 D,1428.5511
2019-01-16 20 D,1499.2756
2019-01-16 21 D,1453.372
2019-01-16 22 D,1406.9677
2019-01-16 23 D,1302.0511
2019-01-16 24 D,1208.5046
2019-01-17 01 D,1031.7332
2019-01-17 02 D,891.57574
2019-01-17 03 D,819.0262
2019-01-17 04 D,884.7414
2019-01-17 05 D,979.0537
2019-01-17 06 D,1032.9861
2019-01-17 07 D,1182.8657
2019-01-17 08 D,1329.0303
2019-01-17 09 D,1424.9972
2019-01-17 10 D,1361.5996
2019-01-17 11 D,1305.3105
2019-01-17 12 D,1144.6323
2019-01-17 13 D,1003.7786
2019-01-17 14 D,953.69885
2019-01-17 15 D,886.11005
2019-01-17 16 D,886.0548
2019-01-17 17 D,953.50006
2019-01-17 18 D,1138.7173
2019-01-17 19 D,1343.2384
2019-01-17 20 D,1427.1395
2019-01-17 21 D,1388.6438
2019-01-17 22 D,1335.1807
2019-01-17 23 D,1236.0131
2019-01-17 24 D,1139.284
2019-01-18 01 D,1011.7163
2019-01-18 02 D,877.0203
2019-01-18 03 D,797.23535
2019-01-18 04 D,856.1825
2019-01-18 05 D,938.30383
2019-01-18 06 D,995.5448
2019-01-18 07 D,1135.3696
2019-01-18 08 D,1309.821
2019-01-18 09 D,1413.7397
2019-01-18 10 D,1376.1586
2019-01-18 11 D,1333.3856
2019-01-18 12 D,1186.4955
2019-01-18 13 D,1055.1176
2019-01-18 14 D,1007.60876
2019-01-18 15 D,954.82324
2019-01-18 16 D,981.49646
2019-01-18 17 D,1073.6161
2019-01-18 18 D,1251.792
2019-01-18 19 D,1459.8346
2019-01-18 20 D,1541.3151
2019-01-18 21 D,1503.9121
2019-01-18 22 D,1440.1624
2019-01-18 23 D,1330.0327
2019-01-18 24 D,1233.6838
2019-01-19 01 D,1047.0151
2019-01-19 02 D,921.0304
2019-01-19 03 D,845.5499
2019-01-19 04 D,925.32794
2019-01-19 05 D,1023.78265
2019-01-19 06 D,1103.1162
2019-01-19 07 D,1284.8022
2019-01-19 08 D,1484.3297
2019-01-19 09 D,1529.0392
2019-01-19 10 D,1427.3726
2019-01-19 11 D,1335.2775
2019-01-19 12 D,1164.2717
2019-01-19 13 D,1025.535
2019-01-19 14 D,979.2623
2019-01-19 15 D,912.6798
2019-01-19 16 D,915.2993
2019-01-19 17 D,995.2513
2019-01-19 18 D,1175.0842
2019-01-19 19 D,1371.8754
2019-01-19 20 D,1460.0809
2019-01-19 21 D,1427.6829
2019-01-19 22 D,1368.0977
2019-01-19 23 D,1271.3948
2019-01-19 24 D,1166.541
2019-01-20 01 D,1144.0251
2019-01-20 02 D,1025.1215
2019-01-20 03 D,943.2705
2019-01-20 04 D,997.96704
2019-01-20 05 D,1054.6554
2019-01-20 06 D,1071.7057
2019-01-20 07 D,1144.0261
2019-01-20 08 D,1279.9277
2019-01-20 09 D,1387.6759
2019-01-20 10 D,1367.7426
2019-01-20 11 D,1338.3405
2019-01-20 12 D,1156.991
2019-01-20 13 D,1014.2133
2019-01-20 14 D,966.04114
2019-01-20 15 D,883.2217
2019-01-20 16 D,882.78735
2019-01-20 17 D,960.2244
2019-01-20 18 D,1137.4175
2019-01-20 19 D,1332.8633
2019-01-20 20 D,1402.0972
2019-01-20 21 D,1343.936
2019-01-20 22 D,1284.5153
2019-01-20 23 D,1186.4149
2019-01-20 24 D,1086.9258
2019-01-21 01 D,1081.3701
2019-01-21 02 D,960.0684
2019-01-21 03 D,881.0215
2019-01-21 04 D,942.9931
2019-01-21 05 D,1018.91125
2019-01-21 06 D,1035.2657
2019-01-21 07 D,1082.0609
2019-01-21 08 D,1235.755
2019-01-21 09 D,1360.421
2019-01-21 10 D,1345.4165
2019-01-21 11 D,1321.7076
2019-01-21 12 D,1163.9047
2019-01-21 13 D,1029.8331
2019-01-21 14 D,1002.75256
2019-01-21 15 D,944.0268
2019-01-21 16 D,954.4327
2019-01-21 17 D,1045.8387
2019-01-21 18 D,1227.17
2019-01-21 19 D,1445.465
2019-01-21 20 D,1501.4915
2019-01-21 21 D,1441.0024
2019-01-21 22 D,1344.4528
2019-01-21 23 D,1226.7273
2019-01-21 24 D,1126.7638
2019-01-22 01 D,982.6385
2019-01-22 02 D,880.6075
2019-01-22 03 D,820.32495
2019-01-22 04 D,904.3908
2019-01-22 05 D,1002.6536
2019-01-22 06 D,1064.5219
2019-01-22 07 D,1234.6373
2019-01-22 08 D,1448.5891
2019-01-22 09 D,1499.4261
2019-01-22 10 D,1439.9497
2019-01-22 11 D,1395.4073
2019-01-22 12 D,1264.6531
2019-01-22 13 D,1139.7988
2019-01-22 14 D,1115.5983
2019-01-22 15 D,1055.8202
2019-01-22 16 D,1089.4482
2019-01-22 17 D,1226.2911
2019-01-22 18 D,1417.3716
2019-01-22 19 D,1646.2498
2019-01-22 20 D,1722.741
2019-01-22 21 D,1671.6283
2019-01-22 22 D,1628.8641
2019-01-22 23 D,1551.1827
2019-01-22 24 D,1442.0375
2019-01-23 01 D,1223.1476
2019-01-23 02 D,1155.2446
2019-01-23 03 D,1089.3998
2019-01-23 04 D,1166.6763
2019-01-23 05 D,1328.9858
2019-01-23 06 D,1436.2524
2019-01-23 07 D,1651.334
2019-01-23 08 D,1874.1885
2019-01-23 09 D,1920.4911
2019-01-23 10 D,1803.1938
2019-01-23 11 D,1726.4204
2019-01-23 12 D,1590.4333
2019-01-23 13 D,1443.5554
2019-01-23 14 D,1402.1606
2019-01-23 15 D,1341.8707
2019-01-23 16 D,1384.7184
2019-01-23 17 D,1524.8976
2019-01-23 18 D,1745.2335
2019-01-23 19 D,2005.6904
2019-01-23 20 D,2108.885
2019-01-23 21 D,2068.5198
2019-01-23 22 D,2048.9863
2019-01-23 23 D,1944.3473
2019-01-23 24 D,1827.2139
2019-01-24 01 D,1629.4596
2019-01-24 02 D,1469.8535
2019-01-24 03 D,1411.803
2019-01-24 04 D,1486.9552
2019-01-24 05 D,1579.8792
2019-01-24 06 D,1671.481
2019-01-24 07 D,1811.3843
2019-01-24 08 D,2007.692
2019-01-24 09 D,2103.1565
2019-01-24 10 D,1980.6985
2019-01-24 11 D,1909.4437
2019-01-24 12 D,1740.7749
2019-01-24 13 D,1593.431
2019-01-24 14 D,1549.2375
2019-01-24 15 D,1492.224
2019-01-24 16 D,1520.829
2019-01-24 17 D,1663.8293
2019-01-24 18 D,1890.3314
2019-01-24 19 D,2148.945
2019-01-24 20 D,2226.1255
2019-01-24 21 D,2175.8738
2019-01-24 22 D,2155.1304
2019-01-24 23 D,2026.3359
2019-01-24 24 D,1896.5455
2019-01-25 01 D,1701.9594
2019-01-25 02 D,1553.2814
2019-01-25 03 D,1498.032
2019-01-25 04 D,1582.6259
2019-01-25 05 D,1678.4457
2019-01-25 06 D,1757.524
2019-01-25 07 D,1947.3136
2019-01-25 08 D,2136.961
2019-01-25 09 D,2233.5217
2019-01-25 10 D,2083.8008
2019-01-25 11 D,1998.9055
2019-01-25 12 D,1824.5652
2019-01-25 13 D,1668.4298
2019-01-25 14 D,1627.9525
2019-01-25 15 D,1579.8984
2019-01-25 16 D,1607.6141
2019-01-25 17 D,1764.4873
2019-01-25 18 D,2007.4579
2019-01-25 19 D,2242.8896
2019-01-25 20 D,2340.9758
2019-01-25 21 D,2298.111
2019-01-25 22 D,2257.7476
2019-01-25 23 D,2149.7114
2019-01-25 24 D,2030.4154
2019-01-26 01 D,1782.0555
2019-01-26 02 D,1647.492
2019-01-26 03 D,1584.8031
2019-01-26 04 D,1647.4354
